CustomerID,Gender,Age,AgeGroup,Country,City,MembershipType,JoinDate
2640,Male,74,65+,United Kingdom,Leeds,Platinum,2025-01-30
2641,Male,18,18-24,United States,New York,Gold,2025-08-02
2642,Female,47,45-54,Canada,Calgary,Platinum,2024-12-30
2643,Female,67,65+,United States,Houston,None,2023-02-20
2644,Male,30,25-34,Australia,Adelaide,None,2024-05-23
2645,Male,19,18-24,United States,Phoenix,Gold,2023-10-11
2646,Male,73,65+,Nigeria,Ibadan,Silver,2024-10-14
2647,Male,73,65+,Australia,Sydney,Platinum,2024-07-19
2648,Male,19,18-24,Japan,Osaka,None,2024-08-29
2649,Female,24,18-24,France,Marseille,Silver,2023-04-22
2650,Female,56,55-64,South Korea,Incheon,Silver,2024-03-09
2651,Male,16,Under 18,Egypt,Giza,Gold,2022-10-26
2652,Female,80,65+,France,Marseille,Platinum,2023-07-21
2653,Female,44,35-44,France,Toulouse,Platinum,2025-11-18
2654,Male,34,25-34,United Kingdom,London,Gold,2022-06-11
2655,Female,31,25-34,Sweden,Malmo,None,2025-01-10
2656,Female,33,25-34,China,Guangzhou,None,2025-04-30
2657,Female,68,65+,United States,Chicago,Silver,2024-04-17
2658,Female,23,18-24,United States,Houston,None,2023-12-30
2659,Male,55,55-64,Nigeria,Kano,Gold,2025-08-11
2660,Male,50,45-54,United Kingdom,Manchester,Platinum,2025-02-18
2661,Female,30,25-34,Brazil,Brasilia,Silver,2025-09-16
2662,Male,59,55-64,South Korea,Busan,Silver,2023-11-17
2663,Female,40,35-44,United States,Los Angeles,Silver,2024-11-04
2664,Male,51,45-54,Australia,Adelaide,Silver,2024-07-23
2665,Male,30,25-34,Italy,Turin,Silver,2025-01-12
2666,Female,39,35-44,Australia,Adelaide,Gold,2025-12-04
2667,Female,67,65+,United States,Seattle,None,2024-02-10
2668,Female,45,45-54,China,Beijing,Gold,2022-05-19
2669,Other,57,55-64,United States,New York,None,2024-02-10
2670,Female,73,65+,Australia,Perth,Gold,2023-02-27
2671,Male,61,55-64,Kenya,Mombasa,Silver,2022-10-27
2672,Female,81,65+,Italy,Milan,Silver,2023-01-12
2673,Male,36,35-44,Germany,Berlin,Silver,2025-03-26
2674,Male,38,35-44,United States,Phoenix,None,2025-07-30
2675,Female,32,25-34,United Kingdom,Edinburgh,None,2023-03-28
2676,Male,59,55-64,United States,Los Angeles,None,2022-06-30
2677,Female,68,65+,India,Delhi,None,2024-09-30
2678,Male,72,65+,Japan,Osaka,Silver,2025-05-10
2679,Male,38,35-44,France,Paris,None,2025-11-29
2680,Male,59,55-64,Germany,Cologne,None,2022-06-02
2681,Male,33,25-34,United Kingdom,Edinburgh,Gold,2024-09-20
2682,Male,77,65+,Canada,Montreal,Gold,2025-12-05
2683,Female,21,18-24,Russia,Saint Petersburg,Platinum,2025-03-22
2684,Female,61,55-64,South Korea,Incheon,None,2022-07-31
2685,Male,36,35-44,India,Hyderabad,None,2022-04-11
2686,Female,33,25-34,Spain,Barcelona,None,2022-02-24
2687,Female,17,Under 18,India,Hyderabad,None,2024-08-25
2688,Male,57,55-64,France,Paris,Silver,2025-08-29
2689,Male,32,25-34,Japan,Kyoto,Silver,2024-08-27
2690,Male,54,45-54,United States,Seattle,None,2025-09-19
2691,Male,36,35-44,South Africa,Cape Town,Gold,2022-10-19
2692,Male,39,35-44,Canada,Montreal,None,2023-10-31
2693,Female,28,25-34,United States,Los Angeles,Gold,2022-03-04
2694,Male,21,18-24,United States,Chicago,None,2024-06-23
2695,Male,76,65+,India,Chennai,Silver,2025-09-19
2696,Male,73,65+,India,Mumbai,Gold,2022-10-11
2697,Male,62,55-64,Australia,Melbourne,Gold,2025-11-23
2698,Male,70,65+,Australia,Brisbane,None,2025-10-28
2699,Female,76,65+,France,Paris,None,2025-01-17
2700,Female,17,Under 18,Nigeria,Kano,None,2025-05-11
2701,Female,41,35-44,United States,Austin,Silver,2022-05-10
2702,Female,66,65+,United States,Chicago,None,2025-07-20
2703,Female,19,18-24,United States,Chicago,None,2023-04-17
2704,Male,61,55-64,Germany,Hamburg,Platinum,2025-05-19
2705,Female,59,55-64,United Kingdom,Edinburgh,Platinum,2024-11-08
2706,Female,41,35-44,Netherlands,Amsterdam,None,2024-03-20
2707,Female,75,65+,United Kingdom,London,Silver,2025-07-31
2708,Male,70,65+,Germany,Frankfurt,Silver,2023-05-01
2709,Male,63,55-64,United Kingdom,Glasgow,None,2022-07-23
2710,Female,73,65+,United Kingdom,Glasgow,Gold,2025-12-22
2711,Female,24,18-24,United Kingdom,Leeds,None,2025-09-19
2712,Male,75,65+,Germany,Munich,None,2023-08-05
2713,Male,57,55-64,United Kingdom,London,None,2025-02-19
2714,Female,21,18-24,United States,Houston,None,2025-11-20
2715,Male,54,45-54,United States,New York,Silver,2022-12-09
2716,Female,42,35-44,Australia,Sydney,Platinum,2022-12-07
2717,Female,56,55-64,Canada,Montreal,None,2025-05-28
2718,Male,18,18-24,Spain,Seville,None,2024-05-25
2719,Female,16,Under 18,United States,Boston,Silver,2022-01-26
2720,Male,66,65+,United States,Phoenix,Silver,2024-03-15
2721,Male,72,65+,India,Mumbai,None,2022-06-24
2722,Male,45,45-54,India,Mumbai,None,2023-01-24
2723,Female,40,35-44,United States,New York,Gold,2025-12-14
2724,Female,67,65+,United States,Seattle,Silver,2023-01-15
2725,Female,37,35-44,United States,Boston,Gold,2023-04-12
2726,Male,70,65+,South Africa,Durban,Silver,2025-02-16
2727,Female,55,55-64,South Korea,Seoul,Silver,2023-12-10
2728,Male,20,18-24,Russia,Moscow,Silver,2023-04-30
2729,Male,63,55-64,United States,Houston,Silver,2025-08-24
2730,Female,81,65+,India,Bangalore,None,2024-09-03
2731,Female,68,65+,Australia,Sydney,None,2023-10-09
2732,Female,50,45-54,Japan,Osaka,Gold,2024-02-09
2733,Female,58,55-64,United States,Phoenix,Platinum,2022-04-05
2734,Female,82,65+,United States,Chicago,Silver,2022-10-02
2735,Female,53,45-54,United States,Phoenix,Silver,2025-10-13
2736,Female,25,25-34,Australia,Adelaide,Gold,2023-02-15
2737,Female,27,25-34,Poland,Warsaw,Platinum,2025-03-10
2738,Male,40,35-44,United States,Seattle,None,2023-04-16
2739,Female,74,65+,Germany,Frankfurt,Silver,2023-05-16
2740,Male,47,45-54,United States,Austin,Silver,2023-01-31
2741,Female,64,55-64,United States,Chicago,None,2022-05-13
2742,Female,80,65+,France,Marseille,Platinum,2022-05-29
2743,Female,62,55-64,United Kingdom,Birmingham,Silver,2022-02-20
2744,Female,23,18-24,Nigeria,Kano,None,2022-01-13
2745,Male,80,65+,United Kingdom,Manchester,None,2025-02-01
2746,Male,53,45-54,United States,Los Angeles,Silver,2025-03-14
2747,Female,46,45-54,Nigeria,Abuja,Gold,2023-04-21
2748,Female,25,25-34,France,Lyon,Gold,2023-01-22
2749,Male,47,45-54,Italy,Turin,Platinum,2023-05-31
2750,Male,31,25-34,India,Bangalore,None,2025-08-06
2751,Female,42,35-44,United States,Seattle,Gold,2025-01-16
2752,Male,57,55-64,Brazil,Rio de Janeiro,Gold,2022-02-08
2753,Male,25,25-34,Germany,Frankfurt,Gold,2025-02-28
2754,Male,35,35-44,United States,New York,None,2025-02-19
2755,Female,53,45-54,China,Shanghai,Silver,2023-09-06
2756,Female,35,35-44,Japan,Kyoto,Gold,2023-03-13
2757,Female,50,45-54,Ireland,Dublin,None,2024-12-05
2758,Female,62,55-64,Canada,Toronto,Silver,2024-09-07
2759,Female,34,25-34,Japan,Yokohama,Silver,2024-05-29
2760,Female,71,65+,India,Mumbai,Silver,2024-10-11
2761,Male,35,35-44,Australia,Adelaide,Gold,2022-05-20
2762,Female,18,18-24,United States,Chicago,Gold,2022-11-15
2763,Female,76,65+,Canada,Montreal,Platinum,2024-11-25
2764,Female,31,25-34,United States,Boston,Gold,2022-10-22
2765,Male,44,35-44,United Kingdom,Birmingham,Silver,2022-03-25
2766,Male,52,45-54,Spain,Madrid,Platinum,2025-05-27
2767,Female,67,65+,United States,Houston,None,2024-11-21
2768,Male,78,65+,Brazil,Rio de Janeiro,Platinum,2022-11-28
2769,Female,44,35-44,United States,Phoenix,None,2025-09-27
2770,Male,41,35-44,Canada,Calgary,None,2022-06-26
2771,Female,30,25-34,Nigeria,Kano,Gold,2024-06-18
2772,Female,35,35-44,Mexico,Mexico City,Gold,2024-10-03
2773,Male,54,45-54,United States,Los Angeles,None,2023-09-06
2774,Male,22,18-24,China,Shanghai,None,2022-11-14
2775,Female,75,65+,Italy,Rome,None,2022-01-05
2776,Female,30,25-34,United States,New York,None,2024-11-23
2777,Male,56,55-64,United States,Chicago,None,2025-06-07
2778,Female,50,45-54,United States,Austin,None,2023-11-02
2779,Female,28,25-34,United States,New York,None,2023-04-20
2780,Female,36,35-44,United States,New York,None,2023-06-13
2781,Female,51,45-54,Germany,Munich,Gold,2025-02-03
2782,Male,56,55-64,United States,Seattle,Gold,2022-03-31
2783,Female,28,25-34,Nigeria,Ibadan,None,2025-12-02
2784,Male,36,35-44,Australia,Sydney,Platinum,2023-03-07
2785,Male,49,45-54,Canada,Toronto,None,2025-12-10
2786,Female,32,25-34,Spain,Seville,None,2023-01-18
2787,Female,25,25-34,Germany,Cologne,Silver,2023-08-19
2788,Female,60,55-64,United States,Seattle,Gold,2024-12-25
2789,Male,29,25-34,United States,Los Angeles,Gold,2022-12-06
2790,Male,66,65+,Australia,Adelaide,Gold,2024-01-01
2791,Male,25,25-34,Nigeria,Ibadan,Silver,2023-06-09
2792,Male,79,65+,India,Hyderabad,Gold,2025-08-26
2793,Female,52,45-54,China,Shenzhen,None,2023-03-10
2794,Female,55,55-64,Japan,Yokohama,None,2022-04-30
2795,Male,43,35-44,Australia,Sydney,Silver,2025-03-17
2796,Male,81,65+,United States,New York,None,2024-01-16
2797,Male,21,18-24,Brazil,Salvador,Platinum,2022-09-28
2798,Female,30,25-34,Canada,Montreal,Silver,2022-12-18
2799,Male,66,65+,United States,Phoenix,None,2022-07-18
2800,Male,52,45-54,Italy,Naples,Platinum,2023-11-08
2801,Male,53,45-54,United States,Austin,None,2022-09-05
2802,Male,47,45-54,United States,New York,None,2022-10-17
2803,Female,50,45-54,United States,Chicago,None,2022-09-23
2804,Male,63,55-64,United States,Los Angeles,Gold,2023-03-26
2805,Female,51,45-54,United States,Chicago,Gold,2023-12-05
2806,Male,31,25-34,Germany,Hamburg,Gold,2024-09-24
2807,Male,73,65+,United States,Phoenix,Silver,2025-03-10
2808,Female,24,18-24,Mexico,Monterrey,Silver,2025-04-13
2809,Female,79,65+,Canada,Vancouver,Silver,2025-03-01
2810,Male,46,45-54,Canada,Ottawa,Platinum,2024-03-22
2811,Female,48,45-54,India,Bangalore,Silver,2025-02-16
2812,Female,62,55-64,United States,Boston,None,2023-04-11
2813,Male,73,65+,United Kingdom,Glasgow,None,2022-11-12
2814,Male,65,65+,India,Delhi,None,2023-06-17
2815,Male,26,25-34,United Kingdom,Glasgow,None,2023-08-06
2816,Male,62,55-64,United States,Boston,None,2024-01-23
2817,Male,68,65+,Canada,Montreal,Silver,2025-08-22
2818,Female,60,55-64,United States,New York,None,2024-03-16
2819,Female,42,35-44,Spain,Seville,None,2025-07-10
2820,Male,27,25-34,United States,Austin,None,2025-04-11
2821,Male,22,18-24,United States,Chicago,Silver,2022-07-30
2822,Female,70,65+,Germany,Hamburg,None,2025-10-28
2823,Male,76,65+,United States,Houston,Silver,2023-02-21
2824,Female,54,45-54,Mexico,Monterrey,Silver,2022-10-20
2825,Male,77,65+,United States,Chicago,None,2022-04-07
2826,Female,20,18-24,Canada,Ottawa,Platinum,2025-09-12
2827,Female,79,65+,Japan,Tokyo,Platinum,2022-10-04
2828,Female,33,25-34,United States,Houston,Platinum,2024-04-25
2829,Male,41,35-44,Ireland,Cork,Platinum,2023-03-20
2830,Male,34,25-34,Japan,Osaka,None,2023-06-05
2831,Male,41,35-44,United Kingdom,Birmingham,None,2024-04-07
2832,Male,25,25-34,Canada,Vancouver,None,2022-10-02
2833,Female,50,45-54,United States,Chicago,None,2023-09-10
2834,Male,25,25-34,United Kingdom,London,Silver,2024-08-14
2835,Female,27,25-34,United Kingdom,Birmingham,Gold,2024-01-23
2836,Male,77,65+,United Kingdom,Glasgow,Gold,2024-09-17
2837,Female,23,18-24,Japan,Yokohama,None,2025-10-28
2838,Male,47,45-54,China,Guangzhou,None,2025-08-07
2839,Male,51,45-54,United Kingdom,Glasgow,Gold,2022-11-15
2840,Male,44,35-44,United States,Boston,Gold,2023-04-23
2841,Male,50,45-54,United States,Chicago,Gold,2022-04-11
2842,Male,71,65+,Egypt,Giza,None,2024-02-25
2843,Female,40,35-44,United States,Boston,None,2024-06-25
2844,Female,41,35-44,France,Lyon,Gold,2024-07-23
2845,Female,29,25-34,United States,Seattle,Gold,2022-04-14
2846,Male,37,35-44,China,Shanghai,Gold,2025-02-10
2847,Male,75,65+,United Kingdom,Manchester,Platinum,2022-12-13
2848,Female,30,25-34,United Kingdom,Manchester,Platinum,2025-05-31
2849,Male,29,25-34,United States,Boston,Silver,2023-03-02
2850,Male,22,18-24,South Africa,Cape Town,Gold,2024-12-11
2851,Other,83,65+,Canada,Vancouver,None,2022-08-06
2852,Male,29,25-34,United States,Seattle,Gold,2023-03-14
2853,Male,30,25-34,United States,New York,Gold,2023-05-06
2854,Male,72,65+,India,Chennai,Silver,2024-01-06
2855,Male,77,65+,United States,Boston,None,2024-02-03
2856,Female,54,45-54,Australia,Sydney,Gold,2024-02-15
2857,Female,36,35-44,United States,Seattle,Gold,2024-11-09
2858,Male,56,55-64,United Kingdom,Leeds,Silver,2025-12-01
2859,Male,71,65+,Japan,Tokyo,Silver,2022-01-28
2860,Female,41,35-44,United States,Chicago,None,2024-02-24
2861,Female,70,65+,United States,Los Angeles,Silver,2025-11-27
2862,Male,49,45-54,South Korea,Seoul,None,2022-03-01
2863,Female,63,55-64,France,Lyon,None,2025-04-29
2864,Male,61,55-64,Spain,Seville,Silver,2024-12-31
2865,Other,46,45-54,United States,Chicago,Platinum,2025-05-09
2866,Male,44,35-44,Spain,Seville,Silver,2023-07-30
2867,Female,71,65+,Japan,Kyoto,Silver,2024-06-05
2868,Male,38,35-44,United States,Phoenix,Silver,2024-01-26
2869,Female,61,55-64,Canada,Ottawa,None,2023-08-19
2870,Male,33,25-34,United Kingdom,London,None,2024-12-17
2871,Female,61,55-64,Mexico,Guadalajara,Platinum,2024-04-13
2872,Female,30,25-34,India,Delhi,Silver,2025-11-08
2873,Female,51,45-54,Nigeria,Kano,Silver,2025-03-21
2874,Male,55,55-64,South Korea,Incheon,None,2025-03-21
2875,Male,26,25-34,United Kingdom,Edinburgh,Silver,2024-05-22
2876,Male,20,18-24,United States,Phoenix,Platinum,2023-01-09
2877,Female,33,25-34,Canada,Vancouver,Gold,2024-07-28
2878,Male,27,25-34,Netherlands,The Hague,Gold,2022-11-13
2879,Female,37,35-44,India,Bangalore,Gold,2022-10-02
2880,Female,56,55-64,United States,Houston,Platinum,2025-11-29
2881,Female,39,35-44,Russia,Saint Petersburg,Gold,2023-02-17
2882,Female,71,65+,Australia,Brisbane,Gold,2022-11-08
2883,Male,48,45-54,United Kingdom,Edinburgh,Platinum,2024-02-18
2884,Female,34,25-34,Australia,Brisbane,None,2022-07-21
2885,Female,16,Under 18,Australia,Adelaide,Silver,2025-07-02
2886,Female,16,Under 18,South Korea,Incheon,None,2025-07-30
2887,Male,80,65+,United Kingdom,Manchester,None,2024-05-12
2888,Male,62,55-64,India,Hyderabad,None,2023-10-13
2889,Female,74,65+,United States,Chicago,Silver,2023-10-31
2890,Female,18,18-24,Canada,Montreal,Silver,2022-03-13
2891,Male,31,25-34,Sweden,Malmo,None,2023-07-28
2892,Other,38,35-44,Japan,Yokohama,None,2024-05-16
2893,Female,23,18-24,Sweden,Stockholm,Silver,2024-07-01
2894,Female,47,45-54,United States,Boston,None,2023-06-24
2895,Female,79,65+,Canada,Montreal,None,2024-11-02
2896,Female,68,65+,Australia,Perth,None,2023-10-02
2897,Male,34,25-34,United States,Boston,Silver,2023-12-29
2898,Female,69,65+,Australia,Adelaide,Silver,2024-05-25
2899,Female,31,25-34,United Kingdom,London,None,2025-10-22
2900,Female,44,35-44,United States,Los Angeles,None,2025-12-20
2901,Female,68,65+,United States,Seattle,Silver,2024-05-15
2902,Female,76,65+,Canada,Toronto,None,2022-06-11
2903,Male,65,65+,United States,Phoenix,Silver,2023-02-17
2904,Male,42,35-44,United Kingdom,London,None,2022-12-13
2905,Male,34,25-34,Argentina,Rosario,Silver,2025-07-27
2906,Female,48,45-54,Canada,Montreal,Gold,2025-05-06
2907,Female,72,65+,Germany,Cologne,Silver,2023-02-28
2908,Female,43,35-44,Canada,Ottawa,Gold,2022-07-19
2909,Female,47,45-54,United States,Chicago,Platinum,2023-08-16
2910,Male,58,55-64,China,Shanghai,Silver,2025-11-23
2911,Female,57,55-64,Nigeria,Ibadan,None,2022-01-27
2912,Male,43,35-44,Canada,Montreal,None,2023-04-25
2913,Male,33,25-34,United States,Houston,None,2022-07-20
2914,Female,80,65+,Nigeria,Ibadan,None,2024-07-09
2915,Male,83,65+,United Kingdom,Glasgow,None,2025-06-17
2916,Female,74,65+,Canada,Calgary,Silver,2022-10-14
2917,Female,28,25-34,United States,Austin,Gold,2023-07-17
2918,Male,42,35-44,Canada,Vancouver,Silver,2023-04-08
2919,Male,42,35-44,South Korea,Busan,None,2022-07-13
2920,Male,17,Under 18,United Kingdom,Manchester,None,2024-03-21
2921,Female,51,45-54,United Kingdom,Glasgow,None,2022-08-31
2922,Male,53,45-54,Australia,Sydney,None,2025-11-10
2923,Female,65,65+,United States,Phoenix,Gold,2023-04-02
2924,Male,32,25-34,Kenya,Nairobi,Gold,2023-07-08
2925,Female,47,45-54,United States,New York,None,2024-08-19
2926,Male,38,35-44,United States,New York,Silver,2025-08-12
2927,Male,26,25-34,France,Toulouse,Silver,2022-06-03
2928,Male,47,45-54,Germany,Hamburg,Silver,2022-11-01
2929,Female,29,25-34,United States,Phoenix,Silver,2025-12-01
2930,Male,71,65+,United States,Seattle,None,2022-02-21
2931,Female,48,45-54,United States,Los Angeles,None,2022-11-16
2932,Male,67,65+,United States,Phoenix,Platinum,2025-05-12
2933,Female,30,25-34,United Kingdom,Birmingham,Gold,2025-08-27
2934,Female,54,45-54,Germany,Frankfurt,None,2024-10-24
2935,Male,37,35-44,France,Marseille,Silver,2024-05-10
2936,Female,66,65+,India,Mumbai,None,2022-06-18
2937,Male,77,65+,United States,Los Angeles,Gold,2022-06-28
2938,Male,37,35-44,Australia,Brisbane,None,2022-01-31
2939,Female,48,45-54,United States,New York,Gold,2022-12-22
2940,Male,50,45-54,France,Lyon,None,2025-04-14
2941,Male,30,25-34,United Kingdom,Edinburgh,Gold,2023-05-13
2942,Male,20,18-24,Germany,Frankfurt,None,2022-09-08
2943,Female,68,65+,Canada,Ottawa,Silver,2022-11-04
2944,Male,19,18-24,China,Guangzhou,Silver,2023-12-01
2945,Female,17,Under 18,United States,Boston,Silver,2023-09-03
2946,Female,27,25-34,Australia,Perth,None,2025-05-30
2947,Male,47,45-54,United Kingdom,Leeds,None,2025-05-05
2948,Male,67,65+,United States,Houston,Platinum,2024-04-12
2949,Female,79,65+,Australia,Perth,None,2025-11-17
2950,Male,79,65+,Japan,Osaka,Silver,2025-08-08
2951,Female,80,65+,France,Toulouse,Platinum,2022-05-14
2952,Female,58,55-64,United States,Phoenix,None,2022-02-24
2953,Female,50,45-54,France,Lyon,Silver,2022-07-29
2954,Female,18,18-24,India,Hyderabad,Gold,2023-09-12
2955,Other,47,45-54,United States,Austin,Silver,2023-11-02
2956,Male,58,55-64,United Kingdom,Leeds,None,2022-10-15
2957,Male,64,55-64,United Kingdom,Birmingham,Gold,2024-10-12
2958,Male,34,25-34,Japan,Tokyo,Gold,2023-08-10
2959,Female,37,35-44,United Kingdom,Glasgow,None,2022-07-17
2960,Female,76,65+,United States,Boston,None,2025-01-17
2961,Male,74,65+,Australia,Brisbane,Silver,2024-12-16
2962,Male,66,65+,Japan,Tokyo,Platinum,2025-07-28
2963,Female,42,35-44,United Kingdom,Edinburgh,Platinum,2025-12-29
2964,Female,40,35-44,Italy,Milan,Gold,2022-08-05
2965,Female,51,45-54,France,Paris,Silver,2022-12-28
2966,Male,46,45-54,United States,Houston,Silver,2023-05-21
2967,Male,70,65+,Poland,Krakow,Silver,2025-08-21
2968,Female,65,65+,Nigeria,Ibadan,None,2023-10-11
2969,Male,27,25-34,United States,Austin,Silver,2025-08-07
2970,Female,80,65+,United Kingdom,Edinburgh,None,2022-12-29
2971,Male,47,45-54,Canada,Vancouver,Gold,2023-03-30
2972,Male,36,35-44,United States,Chicago,Gold,2022-10-17
2973,Male,45,45-54,Italy,Turin,None,2023-06-12
2974,Male,69,65+,United States,Seattle,None,2025-04-15
2975,Female,40,35-44,United States,Boston,Silver,2023-04-15
2976,Female,63,55-64,Australia,Brisbane,Gold,2025-06-21
2977,Male,58,55-64,China,Beijing,Silver,2022-11-24
2978,Male,32,25-34,Netherlands,Rotterdam,Gold,2022-02-14
2979,Female,55,55-64,United States,Boston,None,2024-04-03
2980,Male,33,25-34,United States,New York,None,2025-09-07
2981,Female,71,65+,India,Mumbai,Platinum,2023-01-11
2982,Male,30,25-34,United States,Phoenix,None,2025-02-27
2983,Male,38,35-44,United States,Austin,None,2025-10-03
2984,Male,27,25-34,United States,Austin,None,2023-02-26
2985,Male,37,35-44,South Africa,Cape Town,Silver,2022-06-19
2986,Female,37,35-44,Nigeria,Lagos,None,2024-07-22
2987,Female,42,35-44,United Kingdom,Birmingham,None,2024-11-25
2988,Female,24,18-24,Germany,Frankfurt,None,2023-11-08
2989,Female,64,55-64,Italy,Naples,Silver,2024-07-12
2990,Female,33,25-34,South Korea,Incheon,Platinum,2022-10-29
2991,Female,41,35-44,Australia,Perth,Platinum,2023-03-15
2992,Male,40,35-44,Netherlands,The Hague,Silver,2022-06-11
2993,Female,84,65+,Japan,Yokohama,None,2024-01-18
2994,Male,54,45-54,Australia,Melbourne,Gold,2024-05-13
2995,Female,75,65+,United Kingdom,Glasgow,None,2025-05-19
2996,Female,46,45-54,Netherlands,The Hague,None,2022-02-19
2997,Male,70,65+,United States,Austin,Gold,2025-02-22
2998,Male,37,35-44,Australia,Melbourne,None,2025-03-18
2999,Male,52,45-54,United States,Chicago,None,2025-02-28
3000,Female,24,18-24,United States,Houston,None,2024-08-22
3001,Male,34,25-34,United States,Phoenix,None,2024-11-29
3002,Male,54,45-54,United Kingdom,Birmingham,Gold,2024-08-07
3003,Male,42,35-44,China,Guangzhou,Platinum,2022-10-28
3004,Female,73,65+,United States,Seattle,Silver,2024-03-04
3005,Female,51,45-54,Brazil,Rio de Janeiro,Platinum,2023-01-31
3006,Female,58,55-64,New Zealand,Auckland,Silver,2024-06-20
3007,Female,26,25-34,Australia,Sydney,None,2025-04-10
3008,Female,55,55-64,Japan,Osaka,Gold,2025-09-02
3009,Male,21,18-24,India,Hyderabad,Gold,2024-09-17
3010,Female,42,35-44,Canada,Ottawa,None,2024-03-26
3011,Female,22,18-24,United States,Boston,Silver,2022-10-20
3012,Male,52,45-54,India,Chennai,None,2023-02-09
3013,Female,60,55-64,United States,New York,None,2022-08-27
3014,Female,62,55-64,United Kingdom,Leeds,None,2024-11-21
3015,Female,78,65+,United States,New York,Gold,2023-12-14
3016,Male,36,35-44,Germany,Berlin,None,2023-05-06
3017,Female,67,65+,United States,Chicago,Silver,2024-03-29
3018,Male,81,65+,China,Guangzhou,Silver,2025-06-18
3019,Male,53,45-54,Canada,Montreal,Silver,2023-06-29
3020,Female,17,Under 18,India,Chennai,Gold,2023-10-06
3021,Female,70,65+,Canada,Calgary,None,2023-06-13
3022,Other,39,35-44,Japan,Yokohama,Platinum,2023-01-25
3023,Female,21,18-24,Spain,Seville,Silver,2023-11-16
3024,Male,83,65+,Canada,Vancouver,Gold,2022-04-24
3025,Male,44,35-44,United Kingdom,Edinburgh,Platinum,2022-05-08
3026,Male,71,65+,Nigeria,Lagos,None,2023-05-03
3027,Female,37,35-44,Kenya,Mombasa,Platinum,2025-02-27
3028,Male,19,18-24,United States,Seattle,Silver,2024-01-27
3029,Female,52,45-54,Nigeria,Kano,None,2023-10-31
3030,Male,40,35-44,United States,Seattle,Silver,2022-04-27
3031,Male,62,55-64,Russia,Novosibirsk,None,2022-04-13
3032,Male,63,55-64,China,Guangzhou,Gold,2025-11-27
3033,Male,76,65+,Egypt,Alexandria,Gold,2024-01-17
3034,Male,54,45-54,United States,New York,None,2024-06-03
3035,Female,64,55-64,United States,New York,Silver,2023-05-20
3036,Female,80,65+,Canada,Montreal,None,2025-01-24
3037,Female,82,65+,United States,Seattle,None,2025-03-03
3038,Female,70,65+,United States,Los Angeles,Silver,2022-04-26
3039,Male,59,55-64,United States,New York,None,2024-02-15
3040,Female,61,55-64,United States,Houston,Silver,2023-08-17
3041,Female,75,65+,United States,Austin,None,2025-05-20
3042,Male,57,55-64,United Kingdom,Edinburgh,Silver,2023-07-20
3043,Female,58,55-64,Australia,Sydney,None,2022-10-27
3044,Male,84,65+,United States,Seattle,Silver,2024-09-07
3045,Male,69,65+,France,Toulouse,Silver,2023-03-23
3046,Male,50,45-54,Germany,Munich,None,2023-11-21
3047,Male,54,45-54,United States,Boston,Silver,2022-12-15
3048,Female,16,Under 18,United Kingdom,Leeds,Gold,2023-01-02
3049,Male,50,45-54,Russia,Novosibirsk,Platinum,2025-09-26
3050,Female,67,65+,United Kingdom,Birmingham,Silver,2024-12-29
3051,Male,37,35-44,Italy,Rome,Gold,2023-03-27
3052,Male,52,45-54,United States,Houston,Platinum,2024-10-11
3053,Male,49,45-54,United States,Chicago,Platinum,2024-02-17
3054,Male,74,65+,Mexico,Mexico City,Silver,2023-08-21
3055,Male,37,35-44,Germany,Berlin,None,2022-08-28
3056,Male,47,45-54,Japan,Kyoto,Silver,2025-07-03
3057,Female,31,25-34,Germany,Frankfurt,None,2022-01-16
3058,Male,27,25-34,Kenya,Mombasa,Platinum,2022-07-25
3059,Female,55,55-64,United States,Los Angeles,Gold,2023-11-25
3060,Male,61,55-64,United States,New York,Silver,2024-01-22
3061,Male,55,55-64,United States,Boston,None,2024-05-11
3062,Female,79,65+,India,Mumbai,None,2025-05-26
3063,Female,64,55-64,United Kingdom,Edinburgh,None,2025-12-12
3064,Female,22,18-24,Japan,Osaka,Silver,2024-10-28
3065,Male,56,55-64,United States,Houston,Silver,2025-11-20
3066,Male,28,25-34,United States,Phoenix,Silver,2024-02-08
3067,Female,21,18-24,United States,Seattle,None,2025-07-07
3068,Male,31,25-34,New Zealand,Auckland,Silver,2022-05-19
3069,Female,69,65+,India,Mumbai,Gold,2024-05-15
3070,Female,25,25-34,United States,Boston,None,2022-02-20
3071,Male,84,65+,France,Paris,None,2025-03-04
3072,Male,54,45-54,Canada,Calgary,Silver,2024-09-05
3073,Female,40,35-44,South Korea,Seoul,None,2023-08-30
3074,Female,21,18-24,United States,Los Angeles,Silver,2023-10-02
3075,Female,37,35-44,United States,Seattle,None,2025-12-05
3076,Female,83,65+,United States,Boston,Platinum,2023-09-03
3077,Female,45,45-54,Netherlands,Amsterdam,Silver,2025-12-29
3078,Male,27,25-34,Sweden,Gothenburg,None,2023-07-26
3079,Female,80,65+,United States,New York,Gold,2025-09-08
3080,Female,19,18-24,Australia,Melbourne,Gold,2022-09-11
3081,Female,48,45-54,India,Hyderabad,None,2022-06-29
3082,Male,39,35-44,United States,Boston,Platinum,2024-03-29
3083,Male,43,35-44,United States,Phoenix,None,2025-09-19
3084,Female,48,45-54,United States,Phoenix,Platinum,2023-07-10
3085,Female,46,45-54,India,Delhi,None,2023-07-13
