BookID,ISBN,Title,AuthorID,PublisherID,Genre,SubGenre,Language,PublicationYear,Format,Pages,UnitCost,UnitPrice,Rating,ReviewCount
841,978-146-83573-3,The Secret Storm,202,56,History,Ancient History,Italian,1998,Paperback,331,8.44,15.83,4.0,184
842,978-475-11576-6,The Hidden Horizon,383,10,Romance,Romantic Comedy,Italian,1994,Hardcover,782,16.91,29.92,4.3,131
843,978-520-85185-3,The Ancient Promise,153,87,Mystery,Noir,English,2024,Paperback,817,12.61,23.26,3.4,120
844,978-331-50583-3,The Frozen Tide,117,81,Business,Economics,Portuguese,2001,Hardcover,548,8.96,25.38,5.0,486
845,978-436-20532-8,The Shattered Legacy,473,46,Self-Help,Productivity,German,2007,eBook,152,2.66,6.95,4.5,49
846,978-551-12035-5,The Last Chronicle,324,27,Cooking,World Cuisine,German,2022,eBook,754,4.82,12.79,3.7,160
847,978-144-11343-6,The Fading Orchard,391,21,History,Military History,English,2025,Paperback,453,6.6,18.45,3.8,132
848,978-236-91075-5,The Restless Horizon,117,66,History,World History,German,1997,Paperback,139,5.3,10.02,5.0,173
849,978-789-64554-7,The Frozen Flame,10,25,Fantasy,Epic Fantasy,Italian,2020,Paperback,681,8.5,20.39,3.7,102
850,978-416-97680-7,The Silent Promise,10,55,Biography,Political Biography,Chinese,2016,eBook,143,2.24,4.23,3.6,116
851,978-646-30827-5,The Golden Horizon,349,2,History,Cultural History,English,2012,Paperback,380,6.75,13.06,4.5,87
852,978-608-83692-2,The Golden Letter,151,58,Fantasy,Urban Fantasy,English,1996,Paperback,172,6.31,13.12,3.1,77
853,978-595-70767-0,The Secret Orchard,259,38,Science Fiction,Dystopian,English,2014,Hardcover,425,9.75,26.73,3.9,197
854,978-471-88959-5,The Whispering Garden,356,99,History,Military History,Spanish,2012,Hardcover,683,14.33,33.62,3.9,58
855,978-534-76879-7,The Frozen Mirror,384,68,Mystery,Cozy Mystery,English,2006,Paperback,210,5.16,14.46,3.5,57
856,978-840-29689-4,The Hidden Labyrinth,90,60,Young Adult,YA Dystopian,English,2011,eBook,216,3.0,5.2,3.0,99
857,978-967-87277-1,The Forgotten Harbor,288,45,Biography,Political Biography,French,1997,eBook,789,5.69,13.33,3.9,120
858,978-330-84020-2,The Fading Promise,314,22,Biography,Autobiography,Japanese,2012,Audiobook,243,4.77,12.75,4.3,81
859,978-701-61795-4,The Wandering Harbor,284,73,Fantasy,Fairy Tale Retelling,French,1995,Paperback,198,5.14,14.67,3.5,118
860,978-971-71783-7,The Restless Flame,383,42,Biography,Autobiography,Spanish,2000,Paperback,529,9.56,19.01,3.3,110
861,978-106-41407-1,The Ancient Promise,180,16,History,Ancient History,English,2007,eBook,313,4.39,8.69,4.6,404
862,978-805-48054-5,The Midnight Letter,156,10,History,Military History,Spanish,1995,Paperback,790,12.82,21.41,4.2,448
863,978-546-77539-6,The Restless Chronicle,160,57,Romance,Contemporary Romance,Chinese,2022,Paperback,234,7.07,16.75,3.7,437
864,978-969-40596-8,The Burning Echo,52,34,Fiction,Short Stories,English,2021,eBook,516,4.31,11.92,4.4,146
865,978-619-17485-1,The Whispering Garden,22,5,Business,Marketing,Japanese,2007,Paperback,764,12.63,23.19,4.0,185
866,978-853-12229-8,The Wandering Symphony,299,30,Business,Economics,English,2010,Paperback,632,9.46,22.2,4.9,160
867,978-249-26210-5,The Silent River,499,100,Cooking,Baking,Spanish,2000,Paperback,140,4.34,10.02,4.3,99
868,978-227-83164-6,The Scarlet Echo,66,65,Romance,Romantic Comedy,Chinese,1997,Paperback,251,5.87,10.17,3.1,108
869,978-932-95395-0,The Frozen Mirror,126,13,Children,Middle Grade,Japanese,2024,Paperback,207,6.65,13.47,3.5,79
870,978-573-46636-4,The Distant Mirror,2,92,Science Fiction,Cyberpunk,English,2004,Hardcover,759,14.69,32.63,3.6,94
871,978-601-72652-5,The Distant Journey,122,99,Cooking,Quick Meals,English,2024,Hardcover,261,14.59,24.82,4.1,100
872,978-252-60394-2,The Hidden Legacy,66,29,Fiction,Historical Fiction,Portuguese,1992,eBook,159,2.99,7.19,3.7,91
873,978-303-19582-3,The Golden Kingdom,499,48,Self-Help,Productivity,English,1993,eBook,387,3.07,8.65,3.3,50
874,978-835-33368-4,The Forgotten Tide,134,85,Poetry,Contemporary Poetry,English,2007,Audiobook,317,7.29,17.88,4.2,182
875,978-372-81740-4,The Shattered Harbor,467,49,Young Adult,YA Romance,English,2018,eBook,234,2.85,7.9,4.5,154
876,978-625-62473-0,The Shattered Legacy,339,88,Poetry,Contemporary Poetry,Spanish,2005,Hardcover,437,12.11,26.79,3.8,56
877,978-384-68017-3,The Secret Flame,155,55,Self-Help,Productivity,German,2020,Hardcover,750,18.97,34.01,4.0,95
878,978-336-21132-1,The Scarlet Shadow,167,64,Fantasy,Epic Fantasy,English,1994,Paperback,278,6.04,10.18,3.4,35
879,978-249-80266-8,The Ancient Shadow,47,82,Fiction,Historical Fiction,English,2020,Paperback,807,13.15,25.05,3.6,105
880,978-935-55694-8,The Broken Mirror,460,70,Science Fiction,Space Opera,Spanish,2005,eBook,584,6.3,10.83,3.6,181
881,978-945-26203-2,The Quiet Tide,402,4,Fiction,Historical Fiction,Spanish,2000,Paperback,387,9.39,20.77,4.2,83
882,978-203-93705-1,The Frozen River,372,80,Biography,Celebrity Biography,English,2013,Audiobook,595,10.09,23.71,4.0,171
883,978-417-69343-1,The Secret Tide,11,9,Fiction,Historical Fiction,German,2018,Paperback,363,5.99,15.41,3.7,92
884,978-606-39805-4,The Scarlet Symphony,494,38,Science Fiction,Space Opera,German,2023,Paperback,268,6.5,13.68,3.7,75
885,978-444-42398-7,The Burning Legacy,124,3,Biography,Celebrity Biography,English,1993,eBook,284,3.47,8.04,2.8,39
886,978-748-97550-4,The Golden Legacy,333,99,Horror,Supernatural Horror,German,2015,Paperback,126,3.18,8.43,4.8,106
887,978-333-57269-0,The Frozen River,287,63,Young Adult,YA Contemporary,Spanish,2001,eBook,574,5.96,10.23,2.8,122
888,978-152-31078-0,The Frozen Promise,11,39,Fiction,Historical Fiction,English,2008,eBook,172,2.7,7.08,4.1,132
889,978-402-87097-2,The Silent Tide,198,85,Cooking,World Cuisine,German,2006,eBook,259,3.58,6.7,3.9,46
890,978-637-40656-7,The Quiet Mirror,75,9,History,Ancient History,English,2017,eBook,120,2.39,6.51,3.8,134
891,978-262-74195-5,The Burning Legacy,86,24,Thriller,Legal Thriller,English,2004,Paperback,165,5.44,11.29,3.9,111
892,978-833-13462-5,The Burning Echo,135,74,Thriller,Psychological Thriller,Japanese,2000,Paperback,753,11.89,22.92,3.5,37
893,978-111-60479-2,The Frozen Garden,3,92,Poetry,Spoken Word,English,2007,eBook,136,2.89,7.07,4.3,35
894,978-160-77042-8,The Golden Mirror,352,34,Biography,Memoir,Portuguese,2014,Paperback,555,6.62,17.95,3.2,25
895,978-557-33312-2,The Secret Letter,372,69,Mystery,Crime Thriller,Spanish,2020,Paperback,349,5.8,11.64,4.1,187
896,978-560-39009-7,The Last Kingdom,323,3,Biography,Autobiography,English,1990,Paperback,216,5.77,11.52,3.5,37
897,978-365-16999-8,The Hidden Chronicle,229,24,Fantasy,Fairy Tale Retelling,English,2010,Hardcover,329,8.57,20.03,3.7,77
898,978-332-79752-4,The Quiet Chronicle,103,18,Science Fiction,Cyberpunk,English,1992,Paperback,184,3.2,7.2,3.7,124
899,978-162-62516-8,The Distant Storm,308,50,Romance,Romantic Comedy,German,2012,Audiobook,339,6.39,17.68,3.8,122
900,978-695-79284-2,The Secret Echo,350,37,Mystery,Noir,English,2012,Paperback,692,9.06,21.37,4.2,135
901,978-440-14535-5,The Shattered Garden,107,10,Thriller,Spy Thriller,English,2020,Paperback,554,11.66,20.43,3.9,37
902,978-206-23122-0,The Forgotten Chronicle,140,22,Fiction,Short Stories,Chinese,1996,Hardcover,687,11.69,29.76,4.4,149
903,978-459-98405-4,The Last Flame,429,9,Children,Early Reader,Japanese,2018,Paperback,607,9.13,19.56,4.5,90
904,978-942-68575-1,The Restless Promise,335,14,Fantasy,Sword & Sorcery,Chinese,2014,Paperback,769,12.81,24.67,4.1,109
905,978-334-19152-0,The Shattered Legacy,247,67,Mystery,Detective,English,2013,eBook,195,3.18,5.78,4.3,110
906,978-904-41892-0,The Midnight Tide,156,17,Business,Marketing,English,2012,Hardcover,231,7.94,21.45,5.0,114
907,978-332-47804-2,The Broken Storm,110,7,Fiction,Historical Fiction,English,2009,Paperback,407,9.38,18.83,3.1,152
908,978-267-57414-5,The Restless Letter,106,63,Romance,Paranormal Romance,English,1992,Hardcover,485,10.84,21.39,4.5,201
909,978-334-37758-4,The Golden Horizon,444,75,Self-Help,Mindfulness,Italian,2019,Hardcover,668,13.46,33.71,4.7,622
910,978-390-17028-2,The Last Kingdom,248,13,Romance,Romantic Comedy,Chinese,2004,eBook,205,2.79,7.79,4.1,261
911,978-208-98036-8,The Midnight Kingdom,281,37,Romance,Contemporary Romance,English,1993,Audiobook,197,7.71,13.74,4.9,28
912,978-628-53722-8,The Wandering Promise,491,79,Fantasy,Fairy Tale Retelling,English,2012,eBook,676,5.93,12.9,4.9,120
913,978-399-55116-1,The Hidden Orchard,348,16,Biography,Memoir,English,2024,eBook,504,3.76,10.3,3.7,223
914,978-745-88110-3,The Last Letter,324,85,Horror,Psychological Horror,English,2015,Hardcover,408,15.18,30.7,3.8,85
915,978-541-65118-5,The Quiet Symphony,113,62,History,Ancient History,English,1998,eBook,275,3.5,7.88,4.2,79
916,978-497-37722-6,The Secret Shadow,176,73,Cooking,World Cuisine,Chinese,2019,Paperback,607,8.54,23.09,3.6,33
917,978-523-55117-3,The Golden Shadow,33,84,Young Adult,YA Romance,English,2020,eBook,681,4.96,11.75,5.0,42
918,978-240-36812-6,The Broken Labyrinth,260,25,Horror,Psychological Horror,Spanish,2001,Paperback,141,3.41,7.91,4.3,182
919,978-740-32440-1,The Secret Kingdom,137,24,Biography,Autobiography,English,2008,Paperback,157,4.78,9.68,3.9,105
920,978-193-89356-2,The Distant Labyrinth,220,58,Children,Picture Book,English,2020,Paperback,664,10.14,22.49,3.1,8
921,978-748-67692-6,The Forgotten Mirror,213,79,History,World History,English,1995,Hardcover,738,14.37,38.14,4.0,206
922,978-998-85449-5,The Scarlet Labyrinth,16,7,Poetry,Sonnets,English,2002,Paperback,280,6.43,12.63,3.2,180
923,978-786-73714-7,The Scarlet Letter,252,61,Self-Help,Mindfulness,English,2006,Paperback,614,12.3,23.12,4.3,90
924,978-509-94901-0,The Secret Flame,338,95,Biography,Memoir,Spanish,1990,Audiobook,709,12.27,25.73,2.5,62
925,978-382-76892-1,The Wandering River,402,62,Fantasy,Epic Fantasy,English,1996,Hardcover,199,7.41,20.25,4.7,305
926,978-884-90214-0,The Ancient Compass,103,1,Poetry,Spoken Word,Spanish,2011,Paperback,250,5.1,13.56,3.7,75
927,978-331-32209-1,The Restless Journey,198,17,Biography,Political Biography,Japanese,1999,Paperback,211,5.45,9.3,3.0,14
928,978-533-64306-0,The Whispering Garden,268,23,Horror,Slasher,Italian,1998,Hardcover,673,12.97,32.64,3.9,166
929,978-793-11532-4,The Hidden Legacy,414,38,Young Adult,YA Romance,Chinese,2000,Paperback,659,10.72,25.12,3.9,214
930,978-929-97448-4,The Golden Promise,36,9,Fiction,Historical Fiction,English,1994,Paperback,213,5.3,10.15,3.9,109
931,978-927-50133-5,The Forgotten Harbor,247,80,Children,Picture Book,English,2012,Paperback,242,7.56,13.79,4.7,50
932,978-178-59662-3,The Last Flame,396,100,Self-Help,Productivity,German,1999,Paperback,584,9.61,16.64,4.1,246
933,978-907-62968-0,The Frozen Tide,21,38,Mystery,Noir,Japanese,2013,Hardcover,748,14.48,32.26,4.3,77
934,978-202-32003-6,The Restless Horizon,9,5,Mystery,Detective,Portuguese,2019,Paperback,665,10.55,17.64,3.8,47
935,978-625-40739-0,The Quiet Chronicle,44,66,Children,Early Reader,Spanish,2007,eBook,237,2.96,7.88,4.1,113
936,978-935-21199-7,The Shattered Harbor,161,1,Fantasy,Urban Fantasy,Chinese,2022,eBook,390,4.15,7.46,3.2,66
937,978-688-39661-0,The Endless Garden,59,36,Children,Early Reader,English,1997,Hardcover,166,9.13,21.84,4.0,160
938,978-951-75591-4,The Fading Flame,192,11,Poetry,Sonnets,English,2024,eBook,291,3.98,6.82,3.5,337
939,978-409-50624-8,The Frozen Promise,150,64,Fantasy,Sword & Sorcery,English,2001,Audiobook,514,12.69,22.37,4.6,54
940,978-382-38234-5,The Restless Shadow,387,89,Fiction,Contemporary Fiction,English,2000,Hardcover,361,13.49,24.95,3.9,174
941,978-393-77040-5,The Golden River,189,38,Fiction,Historical Fiction,German,2025,Hardcover,544,12.0,23.95,4.3,86
942,978-419-28717-6,The Forgotten Storm,487,41,Young Adult,YA Contemporary,English,2006,Hardcover,327,9.39,23.26,4.0,159
943,978-713-76905-1,The Midnight Storm,79,52,Poetry,Classic Poetry,German,2016,Hardcover,514,13.66,29.34,4.9,139
944,978-506-24890-6,The Fading Storm,96,95,Business,Marketing,German,2018,eBook,563,4.11,11.46,3.0,52
945,978-762-20708-7,The Whispering Legacy,401,68,Fiction,Literary Fiction,Japanese,2006,eBook,256,3.15,5.98,3.8,173
946,978-474-19860-8,The Ancient Tide,70,96,Self-Help,Personal Finance,Italian,2001,Paperback,151,3.49,9.2,3.4,64
947,978-376-70435-3,The Wandering Echo,188,31,Fiction,Literary Fiction,German,2007,Paperback,356,6.63,15.99,2.8,36
948,978-270-34155-3,The Hidden River,311,73,Thriller,Spy Thriller,Spanish,2003,eBook,149,3.08,7.49,3.3,143
949,978-595-77365-6,The Endless Shadow,447,95,Romance,Romantic Comedy,German,2004,Hardcover,231,9.75,17.83,4.5,57
950,978-907-28779-4,The Secret Legacy,109,17,Children,Picture Book,English,1998,Hardcover,321,8.32,18.48,3.9,164
951,978-872-99363-2,The Forgotten River,139,43,Cooking,Healthy Eating,French,2022,Hardcover,356,10.87,22.47,3.8,99
952,978-327-72405-1,The Fading Letter,13,98,Poetry,Contemporary Poetry,Japanese,2010,eBook,313,2.62,6.51,4.3,118
953,978-529-85066-1,The Ancient Horizon,203,53,Fiction,Historical Fiction,English,2018,eBook,157,2.8,6.46,4.0,45
954,978-734-36785-4,The Frozen Tide,116,44,Mystery,Cozy Mystery,English,2013,eBook,243,2.73,5.72,4.2,119
955,978-650-43358-1,The Forgotten Promise,146,62,Romance,Romantic Comedy,English,2002,eBook,737,5.21,13.07,4.1,73
956,978-160-67688-0,The Fading Labyrinth,118,47,Mystery,Crime Thriller,English,2001,Hardcover,621,16.78,32.11,4.2,281
957,978-631-98516-0,The Forgotten Horizon,499,50,Thriller,Legal Thriller,Spanish,2025,Paperback,431,8.36,18.09,3.7,30
958,978-134-40047-8,The Quiet Compass,276,64,Children,Chapter Book,Chinese,1990,eBook,136,2.38,3.99,4.5,237
959,978-204-23957-0,The Whispering Storm,251,19,Horror,Gothic Horror,English,2000,Audiobook,370,5.88,14.28,3.2,178
960,978-687-76951-0,The Frozen Tide,226,72,Business,Marketing,English,2016,Paperback,766,11.2,24.95,3.9,136
961,978-192-90963-4,The Quiet Tide,294,82,Young Adult,YA Fantasy,Spanish,2009,Hardcover,686,18.06,31.08,4.5,290
962,978-404-88238-2,The Golden Promise,167,97,Romance,Romantic Comedy,Japanese,2012,Audiobook,650,12.33,21.57,3.8,80
963,978-628-22702-8,The Ancient Horizon,76,76,Science Fiction,Cyberpunk,English,1990,Paperback,293,6.17,13.09,3.7,86
964,978-689-78594-8,The Silent Labyrinth,145,98,Thriller,Action Thriller,English,1997,Paperback,402,6.1,16.02,5.0,183
965,978-500-38789-3,The Distant Journey,161,52,Horror,Gothic Horror,English,2011,Hardcover,139,7.44,16.46,4.7,101
966,978-184-61949-4,The Endless Harbor,134,42,Business,Entrepreneurship,English,2001,Hardcover,721,17.85,35.93,4.0,13
967,978-818-31839-3,The Wandering Mirror,74,70,Thriller,Spy Thriller,English,2006,Paperback,199,5.13,12.4,3.4,28
968,978-953-64787-0,The Forgotten Tide,431,15,Science Fiction,Space Opera,English,2024,Paperback,552,7.52,18.91,2.8,26
969,978-898-40234-2,The Whispering Garden,217,43,Fiction,Historical Fiction,English,2012,Paperback,317,8.03,16.64,4.3,188
970,978-772-16328-1,The Burning Symphony,231,92,Fantasy,Sword & Sorcery,English,2012,Hardcover,519,11.16,28.32,4.6,115
971,978-461-54610-0,The Shattered Shadow,446,2,Children,Chapter Book,English,1997,Paperback,699,11.95,21.02,4.1,170
972,978-887-41041-5,The Secret Horizon,428,12,History,Cultural History,Japanese,2011,Paperback,339,5.88,15.96,3.0,138
973,978-538-88645-0,The Frozen Labyrinth,124,66,Children,Early Reader,Portuguese,2024,Paperback,131,6.9,11.56,4.0,85
974,978-222-49117-0,The Fading Symphony,498,56,Fiction,Contemporary Fiction,Japanese,2013,Hardcover,584,13.29,27.43,3.6,112
975,978-864-48571-4,The Endless Symphony,211,77,Biography,Celebrity Biography,English,2018,eBook,492,5.58,9.37,4.0,32
976,978-387-81933-3,The Distant Storm,248,17,Science Fiction,Space Opera,English,2024,Audiobook,217,8.7,16.18,5.0,76
977,978-943-94195-1,The Frozen Storm,467,43,Thriller,Action Thriller,English,2022,Paperback,153,3.77,9.7,4.3,88
978,978-431-14784-0,The Scarlet Orchard,465,36,Children,Chapter Book,English,2002,eBook,487,3.59,8.83,4.2,107
979,978-881-42106-1,The Fading Kingdom,470,95,Romance,Contemporary Romance,Chinese,2000,eBook,549,3.21,8.53,3.9,26
980,978-582-18242-2,The Quiet Tide,88,53,Children,Chapter Book,Spanish,2000,Hardcover,201,5.12,9.61,4.1,85
981,978-520-97747-7,The Endless Labyrinth,40,13,Romance,Historical Romance,English,2017,Audiobook,539,8.51,21.7,3.5,45
982,978-366-11671-8,The Scarlet Compass,155,71,Self-Help,Personal Finance,English,2003,Paperback,431,8.64,16.34,4.2,378
983,978-851-28472-3,The Golden Journey,142,62,Biography,Celebrity Biography,English,2019,Paperback,216,5.57,9.86,3.8,101
984,978-154-39486-3,The Secret Symphony,330,98,Thriller,Psychological Thriller,Chinese,2018,Paperback,551,9.55,21.09,3.4,140
985,978-521-78464-6,The Restless Garden,81,41,Fantasy,Epic Fantasy,Spanish,2013,Paperback,571,8.56,16.61,4.3,177
986,978-431-63462-5,The Golden Echo,120,92,History,World History,English,1994,eBook,228,4.45,7.76,2.7,76
987,978-588-75476-1,The Burning Labyrinth,400,32,Business,Economics,English,2015,eBook,591,5.9,10.96,3.6,122
988,978-328-45609-0,The Golden Horizon,296,53,Children,Chapter Book,English,1997,Hardcover,275,10.72,28.01,4.2,132
989,978-697-73374-3,The Quiet Orchard,398,33,Horror,Psychological Horror,German,2009,Paperback,538,8.11,19.17,4.6,145
990,978-446-67354-5,The Broken Journey,450,32,Poetry,Sonnets,English,1998,Audiobook,689,10.9,22.53,4.2,254
991,978-269-34626-1,The Burning Horizon,469,59,Fiction,Historical Fiction,French,1992,eBook,776,5.64,13.56,3.5,91
992,978-277-97563-2,The Ancient Flame,487,54,Horror,Gothic Horror,English,2012,eBook,298,4.45,9.34,3.9,48
993,978-726-19860-2,The Silent River,337,91,Mystery,Detective,English,2006,Hardcover,357,10.49,17.84,4.1,173
994,978-335-91216-2,The Quiet Chronicle,268,37,Children,Middle Grade,German,2013,Paperback,186,5.92,12.77,4.8,48
995,978-376-98810-4,The Secret Compass,322,61,Business,Marketing,Italian,2007,Hardcover,798,16.4,39.49,4.4,101
996,978-663-87562-5,The Broken Chronicle,369,46,Cooking,Healthy Eating,Italian,2003,eBook,351,3.01,7.79,4.4,75
997,978-396-13954-4,The Broken Flame,437,88,Biography,Autobiography,German,1990,eBook,681,5.04,8.76,3.9,83
998,978-448-47523-1,The Wandering Journey,302,92,Poetry,Spoken Word,Spanish,1999,Audiobook,774,11.16,27.4,3.3,118
999,978-319-59498-0,The Distant Legacy,292,30,Children,Middle Grade,English,2021,Hardcover,452,9.76,24.5,3.1,104
1000,978-410-72846-7,The Scarlet Kingdom,210,52,Fantasy,Urban Fantasy,Portuguese,2017,Audiobook,605,13.66,28.0,3.7,79
1001,978-722-18329-4,The Golden Tide,407,37,Mystery,Crime Thriller,English,2006,Audiobook,450,9.46,20.33,4.3,67
1002,978-579-68960-0,The Ancient Shadow,179,5,Business,Entrepreneurship,French,1991,eBook,522,4.17,9.33,3.6,170
1003,978-996-45039-2,The Wandering Compass,172,88,Cooking,Quick Meals,English,2025,eBook,294,3.36,6.79,4.2,156
1004,978-793-13533-7,The Wandering Promise,308,69,Cooking,Baking,Japanese,2016,Paperback,708,10.8,21.93,3.5,23
1005,978-115-50020-6,The Frozen Shadow,317,95,Thriller,Action Thriller,French,1990,Paperback,206,4.4,11.98,3.5,26
1006,978-440-62836-7,The Last River,173,29,Romance,Paranormal Romance,English,1997,Hardcover,582,12.58,27.73,4.7,80
1007,978-360-99729-5,The Secret Orchard,6,34,Poetry,Sonnets,Portuguese,1996,Hardcover,763,19.37,36.53,4.3,19
1008,978-628-41694-3,The Last Shadow,375,22,Fiction,Literary Fiction,English,2022,Hardcover,687,14.09,31.63,3.7,32
1009,978-338-84285-3,The Forgotten Shadow,45,36,Cooking,Baking,English,2024,eBook,651,4.95,8.26,3.4,98
1010,978-968-56775-1,The Ancient Shadow,64,77,Children,Picture Book,English,2004,Paperback,580,8.26,20.21,4.4,147
1011,978-369-99104-5,The Forgotten Storm,55,85,Children,Early Reader,English,1996,Hardcover,782,18.06,38.09,4.4,99
1012,978-569-39718-5,The Golden Echo,360,17,Biography,Political Biography,Chinese,2013,Hardcover,724,18.23,35.16,4.3,97
1013,978-210-46102-1,The Golden Harbor,377,5,Business,Economics,English,1999,eBook,312,3.47,7.13,3.8,66
1014,978-917-88726-7,The Shattered Journey,256,61,Horror,Gothic Horror,Japanese,1994,Audiobook,556,8.22,22.85,3.3,47
1015,978-919-85139-3,The Secret Shadow,47,15,Fiction,Short Stories,English,1999,Paperback,420,8.38,17.51,3.9,158
1016,978-813-33075-0,The Secret Garden,41,82,Self-Help,Productivity,English,1999,eBook,305,4.05,6.85,4.7,200
1017,978-416-75837-2,The Endless Letter,281,11,Poetry,Sonnets,German,1991,Audiobook,692,12.81,28.37,3.4,74
1018,978-152-90298-7,The Quiet Kingdom,420,31,Fantasy,Urban Fantasy,English,2015,eBook,148,1.63,4.3,3.9,35
1019,978-739-21536-8,The Fading Garden,354,33,Horror,Gothic Horror,English,2002,eBook,209,2.39,6.74,4.8,69
1020,978-485-22625-4,The Hidden Kingdom,275,48,Mystery,Noir,English,2009,Paperback,193,5.29,11.67,3.7,87
1021,978-990-52653-8,The Fading Storm,252,86,Self-Help,Personal Finance,English,2009,Audiobook,261,7.38,18.62,3.8,83
1022,978-727-69157-7,The Endless Tide,368,58,Cooking,World Cuisine,Spanish,2017,Paperback,478,8.45,15.12,3.2,121
1023,978-584-63621-7,The Broken River,106,29,Self-Help,Personal Finance,English,2017,eBook,779,6.79,11.54,4.2,57
1024,978-987-86689-7,The Last Labyrinth,62,65,Fiction,Historical Fiction,Spanish,2010,Paperback,800,11.83,20.21,3.5,121
1025,978-819-47045-3,The Fading Horizon,178,52,Fiction,Contemporary Fiction,German,2020,Hardcover,750,14.86,33.49,3.0,72
1026,978-512-98632-6,The Wandering Compass,78,98,Horror,Psychological Horror,German,2010,eBook,651,5.28,11.39,3.4,299
1027,978-116-92556-5,The Forgotten Shadow,135,96,Cooking,World Cuisine,Spanish,1990,eBook,441,2.99,6.97,4.0,92
1028,978-183-93611-6,The Last Tide,440,89,Romance,Contemporary Romance,English,2020,eBook,662,4.11,10.74,3.0,45
1029,978-498-76830-1,The Frozen Compass,241,17,Business,Leadership,Italian,2017,Audiobook,307,9.17,18.72,3.1,182
1030,978-605-61019-6,The Whispering Chronicle,234,21,Biography,Celebrity Biography,English,2005,eBook,584,4.09,10.31,4.2,92
1031,978-127-78489-8,The Wandering Flame,375,19,Fiction,Short Stories,German,2003,Paperback,125,3.83,10.49,3.9,130
1032,978-213-39424-2,The Ancient Kingdom,148,55,Self-Help,Productivity,English,2022,Audiobook,752,13.42,23.86,3.4,17
1033,978-733-97252-8,The Scarlet Echo,354,82,Business,Entrepreneurship,Chinese,2005,Hardcover,800,20.05,36.48,3.7,185
1034,978-775-26189-3,The Forgotten Flame,260,16,Mystery,Crime Thriller,Spanish,2003,Hardcover,634,18.56,31.91,4.9,70
1035,978-126-95327-1,The Quiet Promise,287,98,Business,Marketing,English,2016,Paperback,242,5.27,12.21,4.6,45
1036,978-556-80484-1,The Scarlet Shadow,186,7,Children,Picture Book,Chinese,2001,Paperback,300,7.91,13.93,3.8,167
1037,978-172-26047-7,The Secret Echo,466,52,Thriller,Legal Thriller,English,2004,eBook,637,4.78,10.63,4.3,57
1038,978-750-64671-4,The Last Shadow,487,37,Young Adult,YA Fantasy,Chinese,2018,eBook,469,3.21,8.73,4.0,46
1039,978-849-87091-2,The Restless Tide,63,92,Biography,Memoir,English,1998,Hardcover,503,11.41,24.56,2.9,25
1040,978-881-55296-5,The Secret Mirror,99,32,Fantasy,Epic Fantasy,English,1990,eBook,403,4.7,9.63,2.8,48
1041,978-637-76587-2,The Fading Orchard,375,19,Cooking,Healthy Eating,English,2002,Paperback,705,8.6,18.77,3.4,45
1042,978-665-67026-4,The Restless River,266,58,Thriller,Action Thriller,English,1996,Audiobook,235,8.69,15.9,3.0,121
1043,978-933-58775-7,The Whispering Orchard,386,6,History,Military History,English,2003,Paperback,429,8.61,19.67,4.0,56
1044,978-650-45428-6,The Silent Symphony,167,65,Horror,Supernatural Horror,Chinese,1992,Paperback,275,8.91,15.36,3.6,58
1045,978-501-94778-6,The Broken Echo,324,15,Fantasy,Sword & Sorcery,English,2011,eBook,604,4.12,11.19,4.1,62
1046,978-778-98984-5,The Frozen Shadow,83,39,Young Adult,YA Romance,English,2008,Paperback,319,7.68,14.48,4.1,146
1047,978-631-35375-8,The Whispering Kingdom,481,59,Thriller,Psychological Thriller,English,1999,Hardcover,329,12.96,22.26,4.3,184
1048,978-857-68011-2,The Ancient Shadow,341,87,History,Ancient History,Japanese,2012,Hardcover,241,8.37,17.15,3.4,81
1049,978-571-38546-2,The Burning River,323,70,Biography,Autobiography,English,1995,Hardcover,724,19.2,33.71,4.2,97
1050,978-881-85023-0,The Last Chronicle,69,85,Horror,Gothic Horror,Chinese,1990,Paperback,272,7.45,14.25,3.4,89
1051,978-140-76590-4,The Quiet Kingdom,447,82,Science Fiction,Dystopian,German,2007,eBook,728,4.36,12.34,4.3,119
1052,978-132-16612-5,The Frozen Promise,138,73,Fantasy,Urban Fantasy,Spanish,1995,Paperback,761,12.35,23.85,4.6,174
1053,978-189-77782-6,The Shattered Flame,62,34,Biography,Autobiography,English,2020,eBook,794,7.16,13.93,4.3,156
1054,978-600-57565-3,The Frozen Promise,244,36,Fantasy,Sword & Sorcery,English,2000,Hardcover,360,8.08,23.09,3.8,41
1055,978-737-24745-0,The Golden Promise,484,87,Mystery,Crime Thriller,English,2005,Hardcover,578,13.91,30.75,4.2,15
1056,978-294-42359-5,The Burning Labyrinth,212,25,Children,Middle Grade,French,2000,eBook,699,3.42,9.52,3.1,91
1057,978-240-13389-8,The Whispering Letter,4,87,Poetry,Classic Poetry,English,2005,eBook,174,3.67,8.68,2.9,24
1058,978-873-62735-2,The Broken Flame,456,12,Young Adult,YA Contemporary,English,1993,eBook,165,3.37,5.65,4.2,138
1059,978-774-96588-1,The Frozen Horizon,327,83,Romance,Paranormal Romance,English,2023,eBook,264,4.59,7.84,4.6,127
1060,978-682-96182-2,The Hidden Journey,326,26,Poetry,Spoken Word,English,1996,Audiobook,807,14.53,27.88,3.2,73
